,hash,filename,diff,added_lines,deleted_lines,changed_methods
0,23b641c5793bcbe559e56588016b9fb7555ae6ff,CollapsedStatusBarFragment.java,"@@ -231,7 +231,7 @@ public class CollapsedStatusBarFragment extends Fragment implements CommandQueue
         mBlockedIcons.addAll(Arrays.asList(getResources().getStringArray(
                 R.array.config_collapsed_statusbar_icon_blocklist)));
 
-        if (mSecureSettings.getInt(Settings.Secure.STATUS_BAR_SHOW_VIBRATE_ICON, 0) == 0) {
+        if (mSecureSettings.getInt(Settings.Secure.STATUS_BAR_SHOW_VIBRATE_ICON, 1) == 0) {
             mBlockedIcons.add(getString(com.android.internal.R.string.status_bar_volume));
         }
 
",1,1,CollapsedStatusBarFragment::updateBlockedIcons
1,ba528922c37f982e6533939b98852373848446a1,Dependency.java,"@@ -40,6 +40,7 @@ import com.android.systemui.accessibility.AccessibilityButtonTargetsObserver;
 import com.android.systemui.accessibility.floatingmenu.AccessibilityFloatingMenuController;
 import com.android.systemui.appops.AppOpsController;
 import com.android.systemui.assist.AssistManager;
+import com.android.systemui.biometrics.AuthController;
 import com.android.systemui.broadcast.BroadcastDispatcher;
 import com.android.systemui.colorextraction.SysuiColorExtractor;
 import com.android.systemui.dagger.SysUISingleton;
@@ -370,6 +371,7 @@ public class Dependency {
     @Inject Lazy<AmbientState> mAmbientStateLazy;
     @Inject Lazy<GroupMembershipManager> mGroupMembershipManagerLazy;
     @Inject Lazy<GroupExpansionManager> mGroupExpansionManagerLazy;
+    @Inject Lazy<AuthController> mAuthController;
 
     @Inject
     public Dependency() {
@@ -591,6 +593,8 @@ public class Dependency {
         mProviders.put(GroupMembershipManager.class, mGroupMembershipManagerLazy::get);
         mProviders.put(GroupExpansionManager.class, mGroupExpansionManagerLazy::get);
 
+        mProviders.put(AuthController.class, mAuthController::get);
+
         Dependency.setInstance(this);
     }
 
",4,0,Dependency::start
2,1726a9eda3299ea04660d5109fea4b55375f0798,OverlayManagerSettings.java,"@@ -235,8 +235,8 @@ final class OverlayManagerSettings {
     }
 
     private static boolean isImmutableFrameworkOverlay(@NonNull SettingsItem item) {
-        return !item.isMutable() && ""android"".equals(item.getTargetPackageName())
-               && ""lineageos.platform"".equals(item.getTargetPackageName());
+        return !item.isMutable() && (""android"".equals(item.getTargetPackageName())
+               || ""lineageos.platform"".equals(item.getTargetPackageName()));
     }
 
     /**
",2,2,OverlayManagerSettings::isImmutableFrameworkOverlay
3,9d31f5ad45805fd692ffd797dde13e6f16ed73e8,ScreenDecorations.java,"@@ -667,6 +667,13 @@ public class ScreenDecorations extends SystemUI implements Tunable {
             updateRoundedCornerRadii();
             if (DEBUG) Log.i(TAG, ""onConfigChanged from rot "" + oldRotation + "" to "" + mRotation);
             setupDecorations();
+            if (mCutoutViews != null) {
+                for (DisplayCutoutView dcv : mCutoutViews) {
+                    if (dcv != null) {
+                        dcv.update();
+                    }
+                }
+            }
             if (mOverlays != null) {
                 // Updating the layout params ensures that ViewRootImpl will call relayoutWindow(),
                 // which ensures that the forced seamless rotation will end, even if we updated
",7,0,ScreenDecorations::onConfigurationChanged
4,a5ca55c94e60a2036d1affb05072492a92b6b240,MediaOutputController.java,"@@ -494,7 +494,7 @@ public class MediaOutputController implements LocalMediaManager.DeviceCallback {
     }
 
     private boolean isPlayBackInfoLocal() {
-        return mMediaController.getPlaybackInfo() != null
+        return mMediaController != null && mMediaController.getPlaybackInfo() != null
                 && mMediaController.getPlaybackInfo().getPlaybackType()
                         == MediaController.PlaybackInfo.PLAYBACK_TYPE_LOCAL;
     }
",1,1,MediaOutputController::isPlayBackInfoLocal
5,1ce45bc32ce80fbe3c6cc2fb14ccfabc566347f4,ScreenshotController.java,"@@ -445,15 +445,8 @@ public class ScreenshotController {
      */
     void takeScreenshotPartial(ComponentName topComponent,
             final Consumer<Uri> finisher, RequestCallback requestCallback) {
-        mScreenshotView.reset();
-        mCurrentRequestCallback = requestCallback;
-
-        attachWindow();
-        mWindow.setContentView(mScreenshotView);
-        mScreenshotView.requestApplyInsets();
-
-        mScreenshotView.takePartialScreenshot(
-                rect -> takeScreenshotInternal(topComponent, finisher, rect));
+        startPartialScreenshotActivity();
+        finisher.accept(null);
     }
 
     /**
@@ -594,6 +587,13 @@ public class ScreenshotController {
         return screenshot;
     }
 
+    private Bitmap captureScreenshot() {
+        DisplayMetrics displayMetrics = new DisplayMetrics();
+        getDefaultDisplay().getRealMetrics(displayMetrics);
+        return captureScreenshot(
+                new Rect(0, 0, displayMetrics.widthPixels, displayMetrics.heightPixels));
+    }
+
     private void saveScreenshot(Bitmap screenshot, Consumer<Uri> finisher, Rect screenRect,
             Insets screenInsets, ComponentName topComponent, boolean showFlash) {
         if (mAccessibilityManager.isEnabled()) {
@@ -702,6 +702,40 @@ public class ScreenshotController {
                 onScrollCaptureResponseReady(mLastScrollCaptureRequest), mMainExecutor);
     }
 
+    public void startLongScreenshotActivity(ScrollCaptureController.LongScreenshot longScreenshot) {
+        mLongScreenshotHolder.setLongScreenshot(longScreenshot);
+        mLongScreenshotHolder.setTransitionDestinationCallback(
+                (transitionDestination, onTransitionEnd) ->
+                        mScreenshotView.startLongScreenshotTransition(
+                                transitionDestination, onTransitionEnd,
+                                longScreenshot));
+        mLongScreenshotHolder.setForegroundAppName(getForegroundAppLabel());
+
+        final Intent intent = new Intent(mContext, LongScreenshotActivity.class);
+        intent.setFlags(
+                Intent.FLAG_ACTIVITY_NEW_TASK | Intent.FLAG_ACTIVITY_CLEAR_TOP);
+
+        mContext.startActivity(intent,
+                ActivityOptions.makeCustomAnimation(mContext, 0, 0).toBundle());
+        RemoteAnimationAdapter runner = new RemoteAnimationAdapter(
+                SCREENSHOT_REMOTE_RUNNER, 0, 0);
+        try {
+            WindowManagerGlobal.getWindowManagerService()
+                    .overridePendingAppTransitionRemote(runner, DEFAULT_DISPLAY);
+        } catch (Exception e) {
+            Log.e(TAG, ""Error overriding screenshot app transition"", e);
+        }
+    }
+
+    private void startPartialScreenshotActivity() {
+        Bitmap newScreenshot = captureScreenshot();
+
+        ScrollCaptureController.BitmapScreenshot bitmapScreenshot =
+            new ScrollCaptureController.BitmapScreenshot(mContext, newScreenshot);
+
+        startLongScreenshotActivity(bitmapScreenshot);
+    }
+
     private void onScrollCaptureResponseReady(Future<ScrollCaptureResponse> responseFuture) {
         try {
             if (mLastScrollCaptureResponse != null) {
@@ -751,28 +785,7 @@ public class ScreenshotController {
                             return;
                         }
 
-                        mLongScreenshotHolder.setLongScreenshot(longScreenshot);
-                        mLongScreenshotHolder.setTransitionDestinationCallback(
-                                (transitionDestination, onTransitionEnd) ->
-                                        mScreenshotView.startLongScreenshotTransition(
-                                                transitionDestination, onTransitionEnd,
-                                                longScreenshot));
-                        mLongScreenshotHolder.setForegroundAppName(getForegroundAppLabel());
-
-                        final Intent intent = new Intent(mContext, LongScreenshotActivity.class);
-                        intent.setFlags(
-                                Intent.FLAG_ACTIVITY_NEW_TASK | Intent.FLAG_ACTIVITY_CLEAR_TOP);
-
-                        mContext.startActivity(intent,
-                                ActivityOptions.makeCustomAnimation(mContext, 0, 0).toBundle());
-                        RemoteAnimationAdapter runner = new RemoteAnimationAdapter(
-                                SCREENSHOT_REMOTE_RUNNER, 0, 0);
-                        try {
-                            WindowManagerGlobal.getWindowManagerService()
-                                    .overridePendingAppTransitionRemote(runner, DEFAULT_DISPLAY);
-                        } catch (Exception e) {
-                            Log.e(TAG, ""Error overriding screenshot app transition"", e);
-                        }
+                        startLongScreenshotActivity(longScreenshot);
                     }, mMainExecutor);
                 });
             });
",44,31,"ScreenshotController::onScrollCaptureResponseReady, ScreenshotController::startPartialScreenshotActivity, ScreenshotController::captureScreenshot, ScreenshotController::takeScreenshotPartial, ScreenshotController::startLongScreenshotActivity"
6,1ce45bc32ce80fbe3c6cc2fb14ccfabc566347f4,ScrollCaptureController.java,"@@ -20,6 +20,7 @@ import android.content.Context;
 import android.graphics.Bitmap;
 import android.graphics.Rect;
 import android.graphics.drawable.Drawable;
+import android.graphics.drawable.BitmapDrawable;
 import android.provider.Settings;
 import android.util.Log;
 import android.view.ScrollCaptureResponse;
@@ -136,6 +137,73 @@ public class ScrollCaptureController {
         }
     }
 
+    static class BitmapScreenshot extends LongScreenshot {
+        private final BitmapDrawable mBitmapDrawable;
+        private final Bitmap mBitmap;
+
+        BitmapScreenshot(Context context, Bitmap bitmap) {
+            super(null, null);
+
+            mBitmap = bitmap;
+            mBitmapDrawable = new BitmapDrawable(context.getResources(), bitmap);
+        }
+
+        @Override
+        public Bitmap toBitmap() {
+            return mBitmap;
+        }
+
+        @Override
+        public Bitmap toBitmap(Rect bounds) {
+            // Not used anywhere
+            return mBitmap;
+        }
+
+        @Override
+        public void release() {
+        }
+
+        @Override
+        public int getLeft() {
+            return 0;
+        }
+
+        @Override
+        public int getTop() {
+            return 0;
+        }
+
+        @Override
+        public int getBottom() {
+            return getHeight();
+        }
+
+        @Override
+        public int getWidth() {
+            return mBitmap.getWidth();
+        }
+
+        @Override
+        public int getHeight() {
+            return mBitmap.getHeight();
+        }
+
+        @Override
+        public int getPageHeight() {
+            return getHeight();
+        }
+
+        @Override
+        public String toString() {
+            return ""BitmapScrenshot{w="" + getWidth() + "", h="" + getHeight() + ""}"";
+        }
+
+        @Override
+        public Drawable getDrawable() {
+            return mBitmapDrawable;
+        }
+    }
+
     @Inject
     ScrollCaptureController(Context context, @Background Executor bgExecutor,
             ScrollCaptureClient client, ImageTileSet imageTileSet, UiEventLogger logger) {
",68,0,"ScrollCaptureController::BitmapScreenshot::getWidth, ScrollCaptureController::BitmapScreenshot::BitmapScreenshot, ScrollCaptureController::BitmapScreenshot::getHeight, ScrollCaptureController::BitmapScreenshot::getLeft, ScrollCaptureController::BitmapScreenshot::getDrawable, ScrollCaptureController::BitmapScreenshot::toBitmap, ScrollCaptureController::BitmapScreenshot::toBitmap, ScrollCaptureController::BitmapScreenshot::getBottom, ScrollCaptureController::BitmapScreenshot::toString, ScrollCaptureController::BitmapScreenshot::release, ScrollCaptureController::BitmapScreenshot::getTop, ScrollCaptureController::BitmapScreenshot::getPageHeight"
7,13429c61674c3b1cfbc71d5d22853cebbe7706a2,LongScreenshotActivity.java,"@@ -442,7 +442,6 @@ public class LongScreenshotActivity extends Activity {
             mCropView.setExtraPadding(extraPadding + mPreview.getPaddingTop(),
                     extraPadding + mPreview.getPaddingBottom());
             imageTop += (previewHeight - imageHeight) / 2;
-            mCropView.setExtraPadding(extraPadding, extraPadding);
             mCropView.setImageWidth(previewWidth);
             scale = previewWidth / (float) mPreview.getDrawable().getIntrinsicWidth();
         } else {
",0,1,LongScreenshotActivity::updateImageDimensions
8,e110cba8fecf449207bca80f8696fe73af1d6e31,CropView.java,"@@ -78,8 +78,6 @@ public class CropView extends View {
     private float mMovementStartValue;
     private float mStartingY;  // y coordinate of ACTION_DOWN
     private float mStartingX;
-    // The allowable values for the current boundary being dragged
-    private Range<Float> mMotionRange;
 
     // Value [0,1] indicating progress in animateEntrance()
     private float mEntranceInterpolation = 1f;
@@ -172,7 +170,6 @@ public class CropView extends View {
                     mStartingX = event.getX();
                     mMovementStartValue = getBoundaryPosition(mCurrentDraggingBoundary);
                     updateListener(MotionEvent.ACTION_DOWN, event.getX());
-                    mMotionRange = getAllowedValues(mCurrentDraggingBoundary);
                 }
                 return true;
             case MotionEvent.ACTION_MOVE:
@@ -185,8 +182,7 @@ public class CropView extends View {
                                 : event.getX(pointerIndex) - mStartingX;
                         float delta = pixelDistanceToFraction((int) deltaPx,
                                 mCurrentDraggingBoundary);
-                        setBoundaryPosition(mCurrentDraggingBoundary,
-                                mMotionRange.clamp(mMovementStartValue + delta));
+                        setBoundaryPosition(mCurrentDraggingBoundary, mMovementStartValue + delta);
                         updateListener(MotionEvent.ACTION_MOVE, event.getX(pointerIndex));
                         invalidate();
                     }
",1,5,CropView::onTouchEvent
9,834defa7e31a7d75de18de2fb148a7f845989830,CropView.java,"@@ -57,7 +57,10 @@ public class CropView extends View {
     private static final String TAG = ""CropView"";
 
     public enum CropBoundary {
-        NONE, TOP, BOTTOM, LEFT, RIGHT
+        NONE, TOP, BOTTOM, LEFT, RIGHT,
+        TOP_LEFT, TOP_RIGHT, BOTTOM_LEFT, BOTTOM_RIGHT,
+        // Middle crop boundary is used for dragging
+        MIDDLE,
     }
 
     private final float mCropTouchMargin;
@@ -75,7 +78,8 @@ public class CropView extends View {
     private CropBoundary mCurrentDraggingBoundary = CropBoundary.NONE;
     private int mActivePointerId;
     // The starting value of mCurrentDraggingBoundary's crop, used to compute touch deltas.
-    private float mMovementStartValue;
+    private float mMovementStartValueX;
+    private float mMovementStartValueY;
     private float mStartingY;  // y coordinate of ACTION_DOWN
     private float mStartingX;
 
@@ -168,7 +172,10 @@ public class CropView extends View {
                     mActivePointerId = event.getPointerId(0);
                     mStartingY = event.getY();
                     mStartingX = event.getX();
-                    mMovementStartValue = getBoundaryPosition(mCurrentDraggingBoundary);
+                    CropBoundary hBoundary = getHorizontalBoundary(mCurrentDraggingBoundary);
+                    CropBoundary vBoundary = getVerticalBoundary(mCurrentDraggingBoundary);
+                    mMovementStartValueX = getBoundaryPosition(hBoundary);
+                    mMovementStartValueY = getBoundaryPosition(vBoundary);
                     updateListener(MotionEvent.ACTION_DOWN, event.getX());
                 }
                 return true;
@@ -177,12 +184,14 @@ public class CropView extends View {
                     int pointerIndex = event.findPointerIndex(mActivePointerId);
                     if (pointerIndex >= 0) {
                         // Original pointer still active, do the move.
-                        float deltaPx = isVertical(mCurrentDraggingBoundary)
-                                ? event.getY(pointerIndex) - mStartingY
-                                : event.getX(pointerIndex) - mStartingX;
-                        float delta = pixelDistanceToFraction((int) deltaPx,
-                                mCurrentDraggingBoundary);
-                        setBoundaryPosition(mCurrentDraggingBoundary, mMovementStartValue + delta);
+                        CropBoundary hBoundary = getHorizontalBoundary(mCurrentDraggingBoundary);
+                        CropBoundary vBoundary = getVerticalBoundary(mCurrentDraggingBoundary);
+                        float deltaPxX = event.getX(pointerIndex) - mStartingX;
+                        float deltaPxY = event.getY(pointerIndex) - mStartingY;
+                        float deltaX = pixelDistanceToFraction((int) deltaPxX, hBoundary);
+                        float deltaY = pixelDistanceToFraction((int) deltaPxY, vBoundary);
+                        setBoundaryPosition(hBoundary, mMovementStartValueX + deltaX);
+                        setBoundaryPosition(vBoundary, mMovementStartValueY + deltaY);
                         updateListener(MotionEvent.ACTION_MOVE, event.getX(pointerIndex));
                         invalidate();
                     }
@@ -238,15 +247,29 @@ public class CropView extends View {
      * Set the given boundary to the given value without animation.
      */
     public void setBoundaryPosition(CropBoundary boundary, float position) {
+        if (boundary == CropBoundary.NONE) {
+            return;
+        }
+
         position = (float) getAllowedValues(boundary).clamp(position);
         switch (boundary) {
             case TOP:
+                if (mCurrentDraggingBoundary == CropBoundary.MIDDLE) {
+                    // If the current dragging boundary is the middle, reposition the bottom side of
+                    // the selection too, so that the selection appears to be moving.
+                    mCrop.bottom = position + (mCrop.bottom - mCrop.top);
+                }
                 mCrop.top = position;
                 break;
             case BOTTOM:
                 mCrop.bottom = position;
                 break;
             case LEFT:
+                if (mCurrentDraggingBoundary == CropBoundary.MIDDLE) {
+                    // If the current dragging boundary is the middle, reposition the right side of
+                    // the selection too, so that the selection appears to be moving.
+                    mCrop.right = position + (mCrop.right - mCrop.left);
+                }
                 mCrop.left = position;
                 break;
             case RIGHT:
@@ -274,6 +297,38 @@ public class CropView extends View {
         return 0;
     }
 
+    private CropBoundary getVerticalBoundary(CropBoundary boundary) {
+        switch (boundary) {
+            case TOP:
+            case TOP_LEFT:
+            case TOP_RIGHT:
+            case MIDDLE:
+                return CropBoundary.TOP;
+            case BOTTOM:
+            case BOTTOM_LEFT:
+            case BOTTOM_RIGHT:
+                return CropBoundary.BOTTOM;
+            default:
+                return CropBoundary.NONE;
+        }
+    }
+
+    private CropBoundary getHorizontalBoundary(CropBoundary boundary) {
+        switch (boundary) {
+            case LEFT:
+            case TOP_LEFT:
+            case BOTTOM_LEFT:
+            case MIDDLE:
+                return CropBoundary.LEFT;
+            case RIGHT:
+            case TOP_RIGHT:
+            case BOTTOM_RIGHT:
+                return CropBoundary.RIGHT;
+            default:
+                return CropBoundary.NONE;
+        }
+    }
+
     private static boolean isVertical(CropBoundary boundary) {
         return boundary == CropBoundary.TOP || boundary == CropBoundary.BOTTOM;
     }
@@ -349,6 +404,11 @@ public class CropView extends View {
     private Range getAllowedValues(CropBoundary boundary) {
         switch (boundary) {
             case TOP:
+                if (mCurrentDraggingBoundary == CropBoundary.MIDDLE) {
+                    // When the current dragging boundary is the middle, do not let the user move
+                    // the selection past the bottom edge.
+                    return new Range<>(0f, 1f - (mCrop.bottom - mCrop.top));
+                }
                 return new Range<>(0f,
                         mCrop.bottom - pixelDistanceToFraction(mCropTouchMargin,
                                 CropBoundary.BOTTOM));
@@ -357,6 +417,11 @@ public class CropView extends View {
                         mCrop.top + pixelDistanceToFraction(mCropTouchMargin,
                                 CropBoundary.TOP), 1f);
             case LEFT:
+                if (mCurrentDraggingBoundary == CropBoundary.MIDDLE) {
+                    // When the current dragging boundary is the middle, do not let the user move
+                    // the selection past the right edge.
+                    return new Range<>(0f, 1f - (mCrop.right - mCrop.left));
+                }
                 return new Range<>(0f,
                         mCrop.right - pixelDistanceToFraction(mCropTouchMargin,
                                 CropBoundary.RIGHT));
@@ -373,16 +438,17 @@ public class CropView extends View {
      * @param x coordinate of the relevant pointer.
      */
     private void updateListener(int action, float x) {
-        if (mCropInteractionListener != null && isVertical(mCurrentDraggingBoundary)) {
-            float boundaryPosition = getBoundaryPosition(mCurrentDraggingBoundary);
+        CropBoundary boundary = getVerticalBoundary(mCurrentDraggingBoundary);
+        if (mCropInteractionListener != null && boundary != CropBoundary.NONE) {
+            float boundaryPosition = getBoundaryPosition(boundary);
             switch (action) {
                 case MotionEvent.ACTION_DOWN:
-                    mCropInteractionListener.onCropDragStarted(mCurrentDraggingBoundary,
+                    mCropInteractionListener.onCropDragStarted(boundary,
                             boundaryPosition, fractionToVerticalPixels(boundaryPosition),
                             (mCrop.left + mCrop.right) / 2, x);
                     break;
                 case MotionEvent.ACTION_MOVE:
-                    mCropInteractionListener.onCropDragMoved(mCurrentDraggingBoundary,
+                    mCropInteractionListener.onCropDragMoved(boundary,
                             boundaryPosition, fractionToVerticalPixels(boundaryPosition),
                             (mCrop.left + mCrop.right) / 2, x);
                     break;
@@ -462,10 +528,25 @@ public class CropView extends View {
 
     private CropBoundary nearestBoundary(MotionEvent event, int topPx, int bottomPx, int leftPx,
             int rightPx) {
+        boolean isCloseToLeft = Math.abs(event.getX() - leftPx) < mCropTouchMargin;
+        boolean isCloseToRight = Math.abs(event.getX() - rightPx) < mCropTouchMargin;
+
         if (Math.abs(event.getY() - topPx) < mCropTouchMargin) {
+            if (isCloseToLeft) {
+                return CropBoundary.TOP_LEFT;
+            }
+            if (isCloseToRight) {
+                return CropBoundary.TOP_RIGHT;
+            }
             return CropBoundary.TOP;
         }
         if (Math.abs(event.getY() - bottomPx) < mCropTouchMargin) {
+            if (isCloseToLeft) {
+                return CropBoundary.BOTTOM_LEFT;
+            }
+            if (isCloseToRight) {
+                return CropBoundary.BOTTOM_RIGHT;
+            }
             return CropBoundary.BOTTOM;
         }
         if (event.getY() > topPx || event.getY() < bottomPx) {
@@ -476,6 +557,13 @@ public class CropView extends View {
                 return CropBoundary.RIGHT;
             }
         }
+
+        float x = event.getX();
+        float y = event.getY();
+        if (x > leftPx && x < rightPx && y > topPx && y < bottomPx) {
+            return CropBoundary.MIDDLE;
+        }
+
         return CropBoundary.NONE;
     }
 
",101,13,"CropView::getAllowedValues, CropView::getVerticalBoundary, CropView::updateListener, CropView::getHorizontalBoundary, CropView::setBoundaryPosition, CropView::onTouchEvent, CropView::nearestBoundary"
