,hash,commit,date
0,8acf7b3981a55a3da70fd03d38b3645437b84d46,"Merge tag 'android-12.1.0_r7' into staging/lineage-19.1_merge-android-12.1.0_r7

Android 12.1.0 Release 7 (SQ3A.220605.009.A1)

# -----BEGIN PGP SIGNATURE-----
#
# iF0EABECAB0WIQRDQNE1cO+UXoOBCWTorT+BmrEOeAUCYp57OgAKCRDorT+BmrEO
# eDl/AJ9DKA7YWCgqbfWyZi2DaiqYVzJCmwCcCudlhs2frChLcMq0TYlTd/eOYPA=
# =7+w/
# -----END PGP SIGNATURE-----
# gpg: Signature made Tue Jun  7 01:10:02 2022 EEST
# gpg:                using DSA key 4340D13570EF945E83810964E8AD3F819AB10E78
# gpg: Good signature from ""The Android Open Source Project <initial-contribution@android.com>"" [marginal]
# gpg: initial-contribution@android.com: Verified 1233 signatures in the past
#      7 months.  Encrypted 4 messages in the past 5 months.
# gpg: WARNING: This key is not certified with sufficiently trusted signatures!
# gpg:          It is not certain that the signature belongs to the owner.
# Primary key fingerprint: 4340 D135 70EF 945E 8381  0964 E8AD 3F81 9AB1 0E78

# By Bill Yi (85) and others
# Via Automerger Merge Worker (518) and others
* tag 'android-12.1.0_r7': (351 commits)
  DO NOT MERGE: Revert ""RESTRICT AUTOMERGE: Polish IME transition from fullscree...""
  [DO NOT MERGE] Force extra nav bar provide side gesture insets
  Disallow PAP authentication when MPPE is requested
  Import translations. DO NOT MERGE ANYWHERE
  Import translations. DO NOT MERGE ANYWHERE
  Import translations. DO NOT MERGE ANYWHERE
  [DO NOT MERGE] Fixed status bar glitch for apps that access internal res
  Import translations. DO NOT MERGE ANYWHERE
  Import translations. DO NOT MERGE ANYWHERE
  [qt] RESTRICT AUTOMERGE Add finalizeWorkProfileProvisioning.
  Import translations. DO NOT MERGE ANYWHERE
  Import translations. DO NOT MERGE ANYWHERE
  Import translations. DO NOT MERGE ANYWHERE
  Import translations. DO NOT MERGE ANYWHERE
  Fix NPE
  Fix NPE
  Fix NPE
  Fix NPE
  Fix NPE
  Fix NPE
  ...

 Conflicts:
	packages/SystemUI/src/com/android/systemui/statusbar/phone/fragment/CollapsedStatusBarFragment.java
	services/core/java/com/android/server/audio/AudioDeviceBroker.java

Change-Id: I82f36e1a4a564d36b86a60e0bef0a15816bba061",2022-06-11 18:26:40+03:00
1,23b641c5793bcbe559e56588016b9fb7555ae6ff,"Show the vibrate icon in the Status Bar by default

Change-Id: I39d2f0ee7849403c404bdfa109e191102466c537",2022-06-11 18:15:28+02:00
2,9129d2dc731e74a0d403d331a7136c9175e10d24,"SystemUI: Import Pixel display interfaces

We'll need the Pixel display interfaces to implement HBM control for
UDFPS, but they're in the hardware/google/interfaces namespace that we
can't import here. Add a copy of the display interfaces (as of
android-12.0.0_r13) until we have a better solution.

NB: setCompensationImageHandle(NativeHandle, String) has been removed
because NativeHandle is a HIDL type that isn't available in a pure-AIDL
context.

Change-Id: Iee6c3eea483aa956d486fd413cbd8417c409a3ca",2022-06-12 01:31:52+02:00
3,ba528922c37f982e6533939b98852373848446a1,"SystemUI: Add HBM provider for UDFPS on Pixel devices

This implements high brightness mode (HBM) control for the under-display
fingerprint sensor on Pixel devices. It enables and disables local HBM
through the Pixel display HAL, similar to Google's implementation in the
stock OS.

Blocking IPC calls to the display HAL are done on a background thread to
avoid causing frame drops by blocking the main thread, but callbacks are
always run on the main thread as specified by the UdfpsHbmProvider docs.
Care is taken to avoid enabling LHBM when it's already enabled and vice
versa, as doing so causes the display HAL's request to time out and
throw an exception.

For simplicity, global HBM is not supported as it has never been used in
production on Pixel devices.

Change-Id: I8d301c7e1ce54ee8ffd987708b6f0e2bf115f7ef",2022-06-12 01:31:57+02:00
4,1726a9eda3299ea04660d5109fea4b55375f0798,"fixup! Allow lineage resources package to be overlayed by RRO packages

Change-Id: I7b1a53191ad613741159820bdd17bcb56d9872ef",2022-06-14 17:31:23+02:00
5,9d31f5ad45805fd692ffd797dde13e6f16ed73e8,"SystemUI: Redraw display cutout on overlay changes

Fixes notch hide overlay on some devices

commit 5481d59996b34cda1cb6b680af7510fee7b53b42
Author: daniml3 <danimoral1001@gmail.com>
Date:   Tue Mar 9 08:11:13 2021 +0100

    SystemUI: check if the cutout views array is null before using it

    Signed-off-by: daniml3 <danimoral1001@gmail.com>
    Change-Id: I1316c61280dadc30a86f2ae72559437a61dd4616

Co-authored-by: daniml3 <danimoral1001@gmail.com>
Change-Id: I5a049099ab375833f1e5ebbda49dc36c3c0b0a68",2022-06-16 16:46:17+02:00
6,a5ca55c94e60a2036d1affb05072492a92b6b240,"SystemUI: MediaOutputController: Avoid NPE when created with empty packageName

If mPackageName is empty the mMediaController won't be set in start() which
results in a null object reference. Prior to commit d1f381a7dba1894b4c06029e305f12feb04483da
it was possible to create MediaOutputController with an empty package name.
In this case the dialog did not contain information about currently played
media but provided working options to change the output device. This commit
returns this behaviour.

Change-Id: I94939467dcfe759f8e4aae88097579fb17c94a8e",2022-06-17 19:14:27+02:00
7,7f4501b8fa7b5318425b990d7c2bb062a80a86d0,"Automatic translation import

Change-Id: If18af2b4a1239c710285ade71a5f9432f55ee471",2022-06-20 23:57:00+03:00
8,1ce45bc32ce80fbe3c6cc2fb14ccfabc566347f4,"SystemUI: screenshot: open long screenshot activity for partial screenshots

The partial screenshot UI is basically unusable. Replace it
with the long  screenshot UI which offers cropping, saving,
canceling, and sharing capabilities.

Change-Id: I27f7a811838f7e3f2057f567c7a350255996a8cb",2022-06-26 01:39:57+03:00
9,13429c61674c3b1cfbc71d5d22853cebbe7706a2,"SystemUI: screenshot: remove misplaced call to set crop view padding

This call to setExtraPadding() discards the previously set
padding, making the screenshot crop view be able to select
over the borders of the image. Remove it.

Change-Id: I6cc28c79c2d9f4958215bb5957be6c9b2eab1002",2022-06-26 01:40:04+03:00
